Notes,County,County Code,ICD Chapter,ICD Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Pulmonary embolism without mention of acute cor pulmonale,I26.9,197,6069444,3.24577,2.79251,3.69902,0.0000645
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Primary pulmonary hypertension,I27.0,26,6069444,0.42838,0.27983,0.62767,0.0000085
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Other secondary pulmonary hypertension,I27.2,131,6069444,2.15835,1.78874,2.52796,0.0000429
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Pulmonary heart disease, unspecified",I27.9,25,6069444,0.4119,0.26656,0.60805,0.0000082
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Pericardial effusion (noninflammatory),I31.3,12,6069444,Unreliable,0.10216,0.34536,0.0000039
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Disease of pericardium, unspecified",I31.9,11,6069444,Unreliable,0.09047,0.32428,0.0000036
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Acute and subacute infective endocarditis,I33.0,26,6069444,0.42838,0.27983,0.62767,0.0000085
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Mitral (valve) insufficiency,I34.0,53,6069444,0.87323,0.65411,1.1422,0.0000174
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Aortic (valve) stenosis,I35.0,416,6069444,6.85401,6.19536,7.51265,0.0001362
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Aortic (valve) insufficiency,I35.1,18,6069444,Unreliable,0.17576,0.4687,0.0000059
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Aortic valve disorder, unspecified",I35.9,52,6069444,0.85675,0.63986,1.12352,0.000017
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Endocarditis, valve unspecified",I38,159,6069444,2.61968,2.21248,3.02688,0.0000521
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Dilated cardiomyopathy,I42.0,103,6069444,1.69703,1.36929,2.02476,0.0000337
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Other hypertrophic cardiomyopathy,I42.2,27,6069444,0.44485,0.29316,0.64724,0.0000088
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Alcoholic cardiomyopathy,I42.6,12,6069444,Unreliable,0.10216,0.34536,0.0000039
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Cardiomyopathy, unspecified",I42.9,446,6069444,7.34828,6.6663,8.03027,0.000146
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Atrioventricular block, complete",I44.2,12,6069444,Unreliable,0.10216,0.34536,0.0000039
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Other specified conduction disorders,I45.8,30,6069444,0.49428,0.33349,0.70561,0.0000098
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Cardiac arrest, unspecified",I46.9,521,6069444,8.58398,7.84688,9.32108,0.0001706
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Ventricular tachycardia,I47.2,14,6069444,Unreliable,0.12611,0.38701,0.0000046
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Atrial fibrillation and flutter,I48,539,6069444,8.88055,8.13083,9.63027,0.0001765
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Ventricular fibrillation and flutter,I49.0,45,6069444,0.74142,0.5408,0.99208,0.0000147
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Sick sinus syndrome,I49.5,14,6069444,Unreliable,0.12611,0.38701,0.0000046
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Cardiac arrhythmia, unspecified",I49.9,208,6069444,3.427,2.96127,3.89274,0.0000681
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Congestive heart failure,I50.0,1253,6069444,20.6444,19.5013,21.78749,0.0004103
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Heart failure, unspecified",I50.9,252,6069444,4.15195,3.63931,4.66458,0.0000825
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Myocarditis, unspecified",I51.4,16,6069444,Unreliable,0.15068,0.4281,0.0000052
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Cardiovascular disease, unspecified",I51.6,94,6069444,1.54874,1.25154,1.89527,0.0000308
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Cardiomegaly,I51.7,62,6069444,1.02151,0.78318,1.30953,0.0000203
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Other ill-defined heart diseases,I51.8,24,6069444,0.39542,0.25336,0.58836,0.0000079
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Heart disease, unspecified",I51.9,86,6069444,1.41693,1.13336,1.7499,0.0000282
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Subarachnoid haemorrhage from intracranial artery, unspecified",I60.7,10,6069444,Unreliable,0.07901,0.303,0.0000033
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Subarachnoid haemorrhage, unspecified",I60.9,128,6069444,2.10892,1.74357,2.47428,0.0000419
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage in hemisphere, subcortical",I61.0,12,6069444,Unreliable,0.10216,0.34536,0.0000039
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Intracerebral haemorrhage in brain stem,I61.3,14,6069444,Unreliable,0.12611,0.38701,0.0000046
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Intracerebral haemorrhage in cerebellum,I61.4,13,6069444,Unreliable,0.11405,0.36627,0.0000043
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage, intraventricular",I61.5,35,6069444,0.57666,0.40167,0.80199,0.0000115
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage, unspecified",I61.9,310,6069444,5.10755,4.53898,5.67613,0.0001015
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Subdural haemorrhage (acute)(nontraumatic),I62.0,70,6069444,1.15332,0.89907,1.45715,0.0000229
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,182,6069444,2.99863,2.56297,3.43428,0.0000596
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,21,6069444,0.346,0.21418,0.52889,0.0000069
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,19,6069444,Unreliable,0.18847,0.48885,0.0000062
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Cerebral infarction due to embolism of cerebral arteries,I63.4,32,6069444,0.52723,0.36063,0.74429,0.0000105
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Cerebral infarction, unspecified",I63.9,152,6069444,2.50435,2.10621,2.90248,0.0000498
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Stroke, not specified as haemorrhage or infarction",I64,1333,6069444,21.96247,20.78345,23.1415,0.0004365
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Cerebral atherosclerosis,I67.2,18,6069444,Unreliable,0.17576,0.4687,0.0000059
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Other specified cerebrovascular diseases,I67.8,20,6069444,0.32952,0.20128,0.50892,0.0000065
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Cerebrovascular disease, unspecified",I67.9,52,6069444,0.85675,0.63986,1.12352,0.000017
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Sequelae of cerebral infarction,I69.3,21,6069444,0.346,0.21418,0.52889,0.0000069
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,116,6069444,1.91121,1.56341,2.25902,0.000038
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Sequelae of other and unspecified cerebrovascular diseases,I69.8,71,6069444,1.16979,0.91362,1.47553,0.0000232
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Generalized and unspecified atherosclerosis,I70.9,144,6069444,2.37254,1.98503,2.76006,0.0000471
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Dissection of aorta [any part],I71.0,71,6069444,1.16979,0.91362,1.47553,0.0000232
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Thoracic aortic aneurysm, ruptured",I71.1,28,6069444,0.46133,0.30655,0.66675,0.0000092
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Thoracic aortic aneurysm, without mention of rupture",I71.2,17,6069444,Unreliable,0.16316,0.44845,0.0000056
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Abdominal aortic aneurysm, ruptured",I71.3,74,6069444,1.21922,0.95736,1.53062,0.0000242
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Abdominal aortic aneurysm, without mention of rupture",I71.4,27,6069444,0.44485,0.29316,0.64724,0.0000088
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Aortic aneurysm of unspecified site, ruptured",I71.8,20,6069444,0.32952,0.20128,0.50892,0.0000065
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Peripheral vascular disease, unspecified",I73.9,131,6069444,2.15835,1.78874,2.52796,0.0000429
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,"Arteritis, unspecified",I77.6,12,6069444,Unreliable,0.10216,0.34536,0.0000039
,"Albany County, NY",36001,Diseases of the circulatory system,I00-I99,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,41,6069444,0.67551,0.48476,0.91641,0.0000134
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Influenza with pneumonia, virus not identified",J11.0,17,6069444,Unreliable,0.16316,0.44845,0.0000056
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Influenza with other respiratory manifestations, virus not identified",J11.1,11,6069444,Unreliable,0.09047,0.32428,0.0000036
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Bacterial pneumonia, unspecified",J15.9,21,6069444,0.346,0.21418,0.52889,0.0000069
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Bronchopneumonia, unspecified",J18.0,35,6069444,0.57666,0.40167,0.80199,0.0000115
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Lobar pneumonia, unspecified",J18.1,13,6069444,Unreliable,0.11405,0.36627,0.0000043
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Pneumonia, unspecified",J18.9,1167,6069444,19.22746,18.12429,20.33063,0.0003821
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Bronchitis, not specified as acute or chronic",J40,12,6069444,Unreliable,0.10216,0.34536,0.0000039
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Emphysema, unspecified",J43.9,218,6069444,3.59176,3.11496,4.06856,0.0000714
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,181,6069444,2.98215,2.54769,3.41661,0.0000593
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,44,6069444,0.72494,0.52674,0.9732,0.0000144
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Other specified chronic obstructive pulmonary disease,J44.8,44,6069444,0.72494,0.52674,0.9732,0.0000144
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Chronic obstructive pulmonary disease, unspecified",J44.9,2256,6069444,37.1698,35.63597,38.70362,0.0007387
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Asthma, unspecified",J45.9,63,6069444,1.03799,0.79762,1.32803,0.0000206
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Bronchiectasis,J47,27,6069444,0.44485,0.29316,0.64724,0.0000088
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Pneumoconiosis due to asbestos and other mineral fibres,J61,10,6069444,Unreliable,0.07901,0.303,0.0000033
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Pneumonitis due to food and vomit,J69.0,515,6069444,8.48513,7.75228,9.21797,0.0001686
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Adult respiratory distress syndrome,J80,54,6069444,0.8897,0.66837,1.16087,0.0000177
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Pulmonary oedema,J81,26,6069444,0.42838,0.27983,0.62767,0.0000085
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Other interstitial pulmonary diseases with fibrosis,J84.1,278,6069444,4.58032,4.04189,5.11875,0.000091
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Interstitial pulmonary disease, unspecified",J84.9,60,6069444,0.98856,0.75438,1.27247,0.0000196
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Pleural effusion, not elsewhere classified",J90,42,6069444,0.69199,0.49872,0.93537,0.0000138
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Acute respiratory failure,J96.0,33,6069444,0.54371,0.37426,0.76357,0.0000108
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Chronic respiratory failure,J96.1,47,6069444,0.77437,0.56898,1.02975,0.0000154
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,"Respiratory failure, unspecified",J96.9,127,6069444,2.09245,1.72853,2.45637,0.0000416
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Other disorders of lung,J98.4,79,6069444,1.3016,1.03049,1.62219,0.0000259
,"Albany County, NY",36001,Diseases of the respiratory system,J00-J98,Other specified respiratory disorders,J98.8,15,6069444,Unreliable,0.13832,0.40762,0.0000049
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,Gastro-oesophageal reflux disease without oesophagitis,K21.9,10,6069444,Unreliable,0.07901,0.303,0.0000033
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,11,6069444,Unreliable,0.09047,0.32428,0.0000036
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,16,6069444,Unreliable,0.15068,0.4281,0.0000052
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,10,6069444,Unreliable,0.07901,0.303,0.0000033
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,10,6069444,Unreliable,0.07901,0.303,0.0000033
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Noninfective gastroenteritis and colitis, unspecified",K52.9,26,6069444,0.42838,0.27983,0.62767,0.0000085
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,Acute vascular disorders of intestine,K55.0,72,6069444,1.18627,0.92819,1.49391,0.0000236
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Vascular disorder of intestine, unspecified",K55.9,190,6069444,3.13044,2.68531,3.57556,0.0000622
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,Volvulus,K56.2,14,6069444,Unreliable,0.12611,0.38701,0.0000046
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,Other and unspecified intestinal obstruction,K56.6,121,6069444,1.99359,1.63837,2.34881,0.0000396
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Ileus, unspecified",K56.7,10,6069444,Unreliable,0.07901,0.303,0.0000033
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,27,6069444,0.44485,0.29316,0.64724,0.0000088
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,21,6069444,0.346,0.21418,0.52889,0.0000069
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,Perforation of intestine (nontraumatic),K63.1,53,6069444,0.87323,0.65411,1.1422,0.0000174
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Disease of intestine, unspecified",K63.9,16,6069444,Unreliable,0.15068,0.4281,0.0000052
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,Acute peritonitis,K65.0,20,6069444,0.32952,0.20128,0.50892,0.0000065
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Peritonitis, unspecified",K65.9,21,6069444,0.346,0.21418,0.52889,0.0000069
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,Alcoholic fatty liver,K70.0,15,6069444,Unreliable,0.13832,0.40762,0.0000049
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,Alcoholic hepatitis,K70.1,18,6069444,Unreliable,0.17576,0.4687,0.0000059
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,Alcoholic cirrhosis of liver,K70.3,137,6069444,2.25721,1.87923,2.63519,0.0000449
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,Alcoholic hepatic failure,K70.4,28,6069444,0.46133,0.30655,0.66675,0.0000092
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Alcoholic liver disease, unspecified",K70.9,21,6069444,0.346,0.21418,0.52889,0.0000069
,"Albany County, NY",36001,Diseases of the digestive system,K00-K92,"Hepatic failure, unspecified",K72.9,100,6069444,1.6476,1.32467,1.97053,0.0000327
